Serial No.,Flight Company,Flight ID,City Pair,Airports Pair,IATA Code Pair,Date,Class,Price (INR),Departure Time,Arrival Time
1608,SpiceJet,SG8425,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-06-23,First,10537,21:30,22:30
1609,SpiceJet,SG8425,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-12-04,Economy,7473,01:15,02:15
1610,SpiceJet,SG8425,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-12-04,Business,13077,01:15,02:15
1611,SpiceJet,SG8425,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-12-04,First,18682,01:15,02:15
1612,SpiceJet,SG8425,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-10-08,Economy,4324,06:45,09:45
1613,SpiceJet,SG8425,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-10-08,Business,7567,06:45,09:45
1614,SpiceJet,SG8425,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-10-08,First,10810,06:45,09:45
1615,SpiceJet,SG8425,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-12-05,Economy,7917,02:00,05:00
1616,SpiceJet,SG8425,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-12-05,Business,13854,02:00,05:00
1617,SpiceJet,SG8425,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-12-05,First,19792,02:00,05:00
1618,SpiceJet,SG8425,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-10-21,Economy,6223,05:30,09:30
1619,SpiceJet,SG8425,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-10-21,Business,10890,05:30,09:30
1620,SpiceJet,SG8425,Bengaluru - Chennai,Kempegowda International Airport - Chennai International Airport,BLR - MAA,2025-10-21,First,15557,05:30,09:30
1621,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-02-23,Economy,7470,14:30,16:30
1622,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-02-23,Business,13072,14:30,16:30
1623,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-02-23,First,18675,14:30,16:30
1624,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-04-29,Economy,4376,10:15,11:15
1625,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-04-29,Business,7658,10:15,11:15
1626,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-04-29,First,10940,10:15,11:15
1627,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-03-09,Economy,5337,16:30,18:30
1628,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-03-09,Business,9339,16:30,18:30
1629,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-03-09,First,13342,16:30,18:30
1630,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-10-26,Economy,4395,02:15,03:15
1631,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-10-26,Business,7691,02:15,03:15
1632,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-10-26,First,10987,02:15,03:15
1633,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-01-29,Economy,6274,05:15,07:15
1634,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-01-29,Business,10979,05:15,07:15
1635,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-01-29,First,15685,05:15,07:15
1636,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-12-21,Economy,6930,04:45,05:45
1637,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-12-21,Business,12127,04:45,05:45
1638,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-12-21,First,17325,04:45,05:45
1639,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-05-03,Economy,7574,01:30,05:30
1640,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-05-03,Business,13254,01:30,05:30
1641,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-05-03,First,18935,01:30,05:30
1642,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-02-15,Economy,3518,18:00,20:00
1643,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-02-15,Business,6156,18:00,20:00
1644,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-02-15,First,8795,18:00,20:00
1645,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-07-14,Economy,6231,07:15,08:15
1646,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-07-14,Business,10904,07:15,08:15
1647,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-07-14,First,15577,07:15,08:15
1648,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-06-19,Economy,6403,06:00,10:00
1649,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-06-19,Business,11205,06:00,10:00
1650,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-06-19,First,16007,06:00,10:00
1651,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-04-07,Economy,6597,02:30,05:30
1652,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-04-07,Business,11544,02:30,05:30
1653,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-04-07,First,16492,02:30,05:30
1654,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-07-09,Economy,3978,01:00,03:00
1655,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-07-09,Business,6961,01:00,03:00
1656,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-07-09,First,9945,01:00,03:00
1657,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-03-29,Economy,3427,15:15,18:15
1658,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-03-29,Business,5997,15:15,18:15
1659,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-03-29,First,8567,15:15,18:15
1660,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-09-10,Economy,6832,23:45,00:45
1661,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-09-10,Business,11956,23:45,00:45
1662,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-09-10,First,17080,23:45,00:45
1663,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-07-26,Economy,6918,14:15,15:15
1664,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-07-26,Business,12106,14:15,15:15
1665,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-07-26,First,17295,14:15,15:15
1666,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-07-11,Economy,7357,18:00,22:00
1667,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-07-11,Business,12874,18:00,22:00
1668,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-07-11,First,18392,18:00,22:00
1669,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-06-30,Economy,3314,15:00,19:00
1670,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-06-30,Business,5799,15:00,19:00
1671,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-06-30,First,8285,15:00,19:00
1672,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-06-25,Economy,5673,15:45,18:45
1673,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-06-25,Business,9927,15:45,18:45
1674,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-06-25,First,14182,15:45,18:45
1675,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-11-26,Economy,4133,03:30,07:30
1676,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-11-26,Business,7232,03:30,07:30
1677,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2025-11-26,First,10332,03:30,07:30
1678,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-05-23,Economy,6106,23:15,01:15
1679,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-05-23,Business,10685,23:15,01:15
1680,SpiceJet,SG8207,Chennai - Bengaluru,Chennai International Airport - Kempegowda International Airport,MAA - BLR,2026-05-23,First,15265,23:15,01:15
1681,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-08-07,Economy,6757,02:30,06:30
1682,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-08-07,Business,11824,02:30,06:30
1683,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-08-07,First,16892,02:30,06:30
1684,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-07-29,Economy,4772,11:15,14:15
1685,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-07-29,Business,8351,11:15,14:15
1686,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-07-29,First,11930,11:15,14:15
1687,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-01-07,Economy,3696,10:30,12:30
1688,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-01-07,Business,6468,10:30,12:30
1689,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-01-07,First,9240,10:30,12:30
1690,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-11-11,Economy,4060,02:00,05:00
1691,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-11-11,Business,7105,02:00,05:00
1692,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-11-11,First,10150,02:00,05:00
1693,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-02-22,Economy,4285,20:15,23:15
1694,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-02-22,Business,7498,20:15,23:15
1695,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-02-22,First,10712,20:15,23:15
1696,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-05-11,Economy,3658,09:15,12:15
1697,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-05-11,Business,6401,09:15,12:15
1698,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-05-11,First,9145,09:15,12:15
1699,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-10-04,Economy,6281,04:00,05:00
1700,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-10-04,Business,10991,04:00,05:00
1701,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-10-04,First,15702,04:00,05:00
1702,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-05-29,Economy,6490,18:45,21:45
1703,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-05-29,Business,11357,18:45,21:45
1704,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-05-29,First,16225,18:45,21:45
1705,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-04-28,Economy,3424,01:00,02:00
1706,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-04-28,Business,5992,01:00,02:00
1707,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-04-28,First,8560,01:00,02:00
1708,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-03-24,Economy,7331,13:45,16:45
1709,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-03-24,Business,12829,13:45,16:45
1710,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-03-24,First,18327,13:45,16:45
1711,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-07-30,Economy,5353,11:15,15:15
1712,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-07-30,Business,9367,11:15,15:15
1713,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-07-30,First,13382,11:15,15:15
1714,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-08-23,Economy,5439,10:00,12:00
1715,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-08-23,Business,9518,10:00,12:00
1716,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-08-23,First,13597,10:00,12:00
1717,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-02-17,Economy,5716,06:45,07:45
1718,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-02-17,Business,10003,06:45,07:45
1719,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-02-17,First,14290,06:45,07:45
1720,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-09-24,Economy,4586,23:15,00:15
1721,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-09-24,Business,8025,23:15,00:15
1722,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-09-24,First,11465,23:15,00:15
1723,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-04-18,Economy,6248,04:00,08:00
1724,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-04-18,Business,10934,04:00,08:00
1725,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-04-18,First,15620,04:00,08:00
1726,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-02-04,Economy,7212,11:00,12:00
1727,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-02-04,Business,12621,11:00,12:00
1728,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-02-04,First,18030,11:00,12:00
1729,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-01-04,Economy,7137,02:30,06:30
1730,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-01-04,Business,12489,02:30,06:30
1731,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-01-04,First,17842,02:30,06:30
1732,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-03-01,Economy,7464,10:45,14:45
1733,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-03-01,Business,13062,10:45,14:45
1734,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2026-03-01,First,18660,10:45,14:45
1735,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-10-10,Economy,3146,06:45,08:45
1736,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-10-10,Business,5505,06:45,08:45
1737,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-10-10,First,7865,06:45,08:45
1738,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-08-22,Economy,6562,22:15,23:15
1739,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-08-22,Business,11483,22:15,23:15
1740,SpiceJet,SG6324,Goa - Bengaluru,Dabolim Airport - Kempegowda International Airport,GOI - BLR,2025-08-22,First,16405,22:15,23:15
1741,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-12-17,Economy,4512,07:00,10:00
1742,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-12-17,Business,7896,07:00,10:00
1743,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-12-17,First,11280,07:00,10:00
1744,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-06-10,Economy,6894,16:45,20:45
1745,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-06-10,Business,12064,16:45,20:45
1746,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-06-10,First,17235,16:45,20:45
1747,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-15,Economy,3548,14:30,18:30
1748,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-15,Business,6209,14:30,18:30
1749,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-15,First,8870,14:30,18:30
1750,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-30,Economy,5582,06:00,09:00
1751,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-30,Business,9768,06:00,09:00
1752,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-30,First,13955,06:00,09:00
1753,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-12-12,Economy,6981,13:45,16:45
1754,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-12-12,Business,12216,13:45,16:45
1755,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-12-12,First,17452,13:45,16:45
1756,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-16,Economy,7288,01:15,02:15
1757,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-16,Business,12754,01:15,02:15
1758,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-16,First,18220,01:15,02:15
1759,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-03-27,Economy,4074,09:30,13:30
1760,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-03-27,Business,7129,09:30,13:30
1761,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-03-27,First,10185,09:30,13:30
1762,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-19,Economy,5062,08:15,12:15
1763,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-19,Business,8858,08:15,12:15
1764,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-19,First,12655,08:15,12:15
1765,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-06-12,Economy,3334,23:45,02:45
1766,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-06-12,Business,5834,23:45,02:45
1767,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-06-12,First,8335,23:45,02:45
1768,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-03-10,Economy,5067,20:00,23:00
1769,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-03-10,Business,8867,20:00,23:00
1770,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-03-10,First,12667,20:00,23:00
1771,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-12,Economy,4495,20:30,00:30
1772,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-12,Business,7866,20:30,00:30
1773,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-12,First,11237,20:30,00:30
1774,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-15,Economy,5427,18:15,20:15
1775,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-15,Business,9497,18:15,20:15
1776,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-15,First,13567,18:15,20:15
1777,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-28,Economy,5234,22:30,00:30
1778,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-28,Business,9159,22:30,00:30
1779,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-28,First,13085,22:30,00:30
1780,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-03-20,Economy,3712,15:15,16:15
1781,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-03-20,Business,6496,15:15,16:15
1782,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-03-20,First,9280,15:15,16:15
1783,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-05,Economy,7668,00:45,04:45
